user_id,item_id,category_id,behavior,timestamp,time,date,hour,weekday,is_workday
925665,902469,2476560,pv,1512133387,2017-12-01 13:03:07,2017-12-01,13,4,1
1009884,2156092,4643350,pv,1512148401,2017-12-01 17:13:21,2017-12-01,17,4,1
354124,99542,2465336,pv,1511662889,2017-11-26 02:21:29,2017-11-26,2,6,0
759720,1200689,4216573,pv,1511885968,2017-11-28 16:19:28,2017-11-28,16,1,1
877885,4311428,1859277,pv,1512304133,2017-12-03 12:28:53,2017-12-03,12,6,0
617267,4673322,383749,pv,1512018758,2017-11-30 05:12:38,2017-11-30,5,3,1
423405,4806499,4690421,pv,1512207155,2017-12-02 09:32:35,2017-12-02,9,5,0
264147,622297,1464116,pv,1512082684,2017-11-30 22:58:04,2017-11-30,22,3,1
881052,5079166,1074254,pv,1511967785,2017-11-29 15:03:05,2017-11-29,15,2,1
50495,579929,3164550,pv,1512220147,2017-12-02 13:09:07,2017-12-02,13,5,0
998795,2985484,4756105,pv,1511572802,2017-11-25 01:20:02,2017-11-25,1,5,0
297073,283410,3607361,pv,1512090830,2017-12-01 01:13:50,2017-12-01,1,4,1
250750,2557759,3730378,pv,1512229037,2017-12-02 15:37:17,2017-12-02,15,5,0
830681,2755130,4145813,pv,1511790768,2017-11-27 13:52:48,2017-11-27,13,0,1
754408,250660,2033408,fav,1512262626,2017-12-03 00:57:06,2017-12-03,0,6,0
213246,1978028,4357323,pv,1512306725,2017-12-03 13:12:05,2017-12-03,13,6,0
557308,1289451,4145813,pv,1511868520,2017-11-28 11:28:40,2017-11-28,11,1,1
177365,2651106,3607361,pv,1511878173,2017-11-28 14:09:33,2017-11-28,14,1,1
909366,3888662,4789432,pv,1511631029,2017-11-25 17:30:29,2017-11-25,17,5,0
294390,2705590,866301,pv,1511766687,2017-11-27 07:11:27,2017-11-27,7,0,1
652775,2259221,4874384,pv,1511768156,2017-11-27 07:35:56,2017-11-27,7,0,1
143872,1400388,4357323,pv,1512275991,2017-12-03 04:39:51,2017-12-03,4,6,0
822233,2054580,662846,pv,1512301241,2017-12-03 11:40:41,2017-12-03,11,6,0
328402,5054374,2520377,pv,1511934841,2017-11-29 05:54:01,2017-11-29,5,2,1
722444,2061188,2640118,pv,1512037391,2017-11-30 10:23:11,2017-11-30,10,3,1
186998,2798727,4756105,pv,1511593841,2017-11-25 07:10:41,2017-11-25,7,5,0
403070,3340920,2355072,pv,1512265998,2017-12-03 01:53:18,2017-12-03,1,6,0
326190,2955831,2520771,pv,1511848700,2017-11-28 05:58:20,2017-11-28,5,1,1
865978,225405,982926,pv,1512209810,2017-12-02 10:16:50,2017-12-02,10,5,0
870260,2527217,2640118,pv,1511623078,2017-11-25 15:17:58,2017-11-25,15,5,0
444701,4623599,64179,cart,1512016783,2017-11-30 04:39:43,2017-11-30,4,3,1
537174,2998387,1320293,pv,1511850781,2017-11-28 06:33:01,2017-11-28,6,1,1
875429,2050458,4217906,pv,1512257555,2017-12-02 23:32:35,2017-12-02,23,5,0
964875,3346977,4756105,pv,1511967401,2017-11-29 14:56:41,2017-11-29,14,2,1
696451,654077,4217906,pv,1512154086,2017-12-01 18:48:06,2017-12-01,18,4,1
873816,2440094,886203,pv,1512244396,2017-12-02 19:53:16,2017-12-02,19,5,0
642597,4587390,963661,pv,1511617755,2017-11-25 13:49:15,2017-11-25,13,5,0
962699,3912837,4756105,pv,1512111173,2017-12-01 06:52:53,2017-12-01,6,4,1
967389,3864316,570735,pv,1512232228,2017-12-02 16:30:28,2017-12-02,16,5,0
281038,4622270,1906712,pv,1512023557,2017-11-30 06:32:37,2017-11-30,6,3,1
390723,2304880,3776866,pv,1511852916,2017-11-28 07:08:36,2017-11-28,7,1,1
77305,754608,4558987,buy,1512285490,2017-12-03 07:18:10,2017-12-03,7,6,0
866684,1204262,3002561,pv,1511761047,2017-11-27 05:37:27,2017-11-27,5,0,1
402597,3065098,2465336,pv,1511789685,2017-11-27 13:34:45,2017-11-27,13,0,1
105798,5092803,1320293,pv,1511624583,2017-11-25 15:43:03,2017-11-25,15,5,0
195070,225529,3776866,pv,1511677550,2017-11-26 06:25:50,2017-11-26,6,6,0
860495,1222074,4181361,fav,1512304993,2017-12-03 12:43:13,2017-12-03,12,6,0
100506,3736846,4044118,pv,1512183470,2017-12-02 02:57:50,2017-12-02,2,5,0
614356,809136,3897386,pv,1511783422,2017-11-27 11:50:22,2017-11-27,11,0,1
283607,192649,2520377,pv,1511954310,2017-11-29 11:18:30,2017-11-29,11,2,1
570830,2336406,2355072,pv,1511788001,2017-11-27 13:06:41,2017-11-27,13,0,1
747546,2006527,4145813,pv,1512223915,2017-12-02 14:11:55,2017-12-02,14,5,0
703841,1050163,4141851,pv,1511916671,2017-11-29 00:51:11,2017-11-29,0,2,1
409924,208037,3607361,pv,1511707392,2017-11-26 14:43:12,2017-11-26,14,6,0
285435,4311053,1165503,pv,1511703548,2017-11-26 13:39:08,2017-11-26,13,6,0
468650,829489,982926,pv,1511872986,2017-11-28 12:43:06,2017-11-28,12,1,1
696655,2982909,982926,pv,1511936879,2017-11-29 06:27:59,2017-11-29,6,2,1
855099,4437677,5053508,pv,1512025520,2017-11-30 07:05:20,2017-11-30,7,3,1
460956,4056431,1299190,pv,1512308878,2017-12-03 13:47:58,2017-12-03,13,6,0
652516,4442085,154040,pv,1512039629,2017-11-30 11:00:29,2017-11-30,11,3,1
209486,5014144,901282,fav,1511799292,2017-11-27 16:14:52,2017-11-27,16,0,1
942908,3408545,2640118,pv,1511614772,2017-11-25 12:59:32,2017-11-25,12,5,0
508996,2659286,3776866,pv,1511845023,2017-11-28 04:57:03,2017-11-28,4,1,1
535123,578837,4604594,pv,1511941863,2017-11-29 07:51:03,2017-11-29,7,2,1
588324,4085192,4640311,pv,1512025524,2017-11-30 07:05:24,2017-11-30,7,3,1
607179,4246257,2945933,pv,1512289306,2017-12-03 08:21:46,2017-12-03,8,6,0
109320,4472895,941949,pv,1512208403,2017-12-02 09:53:23,2017-12-02,9,5,0
631058,265032,4173315,pv,1512011808,2017-11-30 03:16:48,2017-11-30,3,3,1
832265,2734358,1320530,pv,1512182333,2017-12-02 02:38:53,2017-12-02,2,5,0
192563,5042191,2247787,pv,1511621672,2017-11-25 14:54:32,2017-11-25,14,5,0
621753,3222740,2814177,pv,1512147864,2017-12-01 17:04:24,2017-12-01,17,4,1
985889,1540663,983613,pv,1512179881,2017-12-02 01:58:01,2017-12-02,1,5,0
183616,2424108,2465336,cart,1512187756,2017-12-02 04:09:16,2017-12-02,4,5,0
900837,2969111,1349561,buy,1511886945,2017-11-28 16:35:45,2017-11-28,16,1,1
833882,1870182,3738615,pv,1512275288,2017-12-03 04:28:08,2017-12-03,4,6,0
796761,2991647,2640118,pv,1511689091,2017-11-26 09:38:11,2017-11-26,9,6,0
560136,3717378,149192,pv,1512195121,2017-12-02 06:12:01,2017-12-02,6,5,0
152938,4357237,4643350,cart,1511668998,2017-11-26 04:03:18,2017-11-26,4,6,0
669218,902954,155172,pv,1512305173,2017-12-03 12:46:13,2017-12-03,12,6,0
107607,4058216,405755,pv,1512014158,2017-11-30 03:55:58,2017-11-30,3,3,1
982888,3210341,1811343,pv,1512216782,2017-12-02 12:13:02,2017-12-02,12,5,0
161460,2559279,1595193,pv,1512229376,2017-12-02 15:42:56,2017-12-02,15,5,0
522301,4145854,514392,pv,1511593651,2017-11-25 07:07:31,2017-11-25,7,5,0
435740,5138927,3669044,pv,1511694129,2017-11-26 11:02:09,2017-11-26,11,6,0
667838,1532271,381850,pv,1511763153,2017-11-27 06:12:33,2017-11-27,6,0,1
989676,2045908,1299190,pv,1512273676,2017-12-03 04:01:16,2017-12-03,4,6,0
970549,3916772,5053648,pv,1511930691,2017-11-29 04:44:51,2017-11-29,4,2,1
178956,4106184,2920476,pv,1511620637,2017-11-25 14:37:17,2017-11-25,14,5,0
904650,2824599,1467750,pv,1511779670,2017-11-27 10:47:50,2017-11-27,10,0,1
947775,365481,4611962,pv,1511880024,2017-11-28 14:40:24,2017-11-28,14,1,1
518133,1257288,1216617,pv,1512121014,2017-12-01 09:36:54,2017-12-01,9,4,1
755267,1761085,982926,pv,1511933894,2017-11-29 05:38:14,2017-11-29,5,2,1
490748,4448186,238434,fav,1512275454,2017-12-03 04:30:54,2017-12-03,4,6,0
406241,3669056,431452,buy,1511615683,2017-11-25 13:14:43,2017-11-25,13,5,0
890732,5141797,2800021,pv,1512315874,2017-12-03 15:44:34,2017-12-03,15,6,0
428118,2398103,570735,pv,1512192534,2017-12-02 05:28:54,2017-12-02,5,5,0
954273,1314913,2735466,buy,1512010146,2017-11-30 02:49:06,2017-11-30,2,3,1
307877,1324630,3720767,pv,1511950134,2017-11-29 10:08:54,2017-11-29,10,2,1
22694,5026569,1879194,pv,1511615105,2017-11-25 13:05:05,2017-11-25,13,5,0
696922,5011177,4462359,pv,1512091235,2017-12-01 01:20:35,2017-12-01,1,4,1
582789,2648424,982926,pv,1511787363,2017-11-27 12:56:03,2017-11-27,12,0,1
705878,5144013,4357323,pv,1511944451,2017-11-29 08:34:11,2017-11-29,8,2,1
568656,1812250,2355072,pv,1511767749,2017-11-27 07:29:09,2017-11-27,7,0,1
364539,1737673,570735,pv,1512054393,2017-11-30 15:06:33,2017-11-30,15,3,1
178250,2756746,2096639,pv,1512173204,2017-12-02 00:06:44,2017-12-02,0,5,0
34104,3313219,3607361,pv,1512308790,2017-12-03 13:46:30,2017-12-03,13,6,0
936536,424663,2355072,pv,1511709991,2017-11-26 15:26:31,2017-11-26,15,6,0
376242,1343432,569703,pv,1512141012,2017-12-01 15:10:12,2017-12-01,15,4,1
752410,4592742,4558987,pv,1512032405,2017-11-30 09:00:05,2017-11-30,9,3,1
986979,740947,904454,pv,1511822918,2017-11-27 22:48:38,2017-11-27,22,0,1
151909,3966493,3883310,pv,1512024214,2017-11-30 06:43:34,2017-11-30,6,3,1
355347,1569965,1573465,cart,1512117792,2017-12-01 08:43:12,2017-12-01,8,4,1
257909,260204,1207887,pv,1511972328,2017-11-29 16:18:48,2017-11-29,16,2,1
943103,4183506,4858656,pv,1511770553,2017-11-27 08:15:53,2017-11-27,8,0,1
558492,3468063,285583,pv,1511672392,2017-11-26 04:59:52,2017-11-26,4,6,0
879067,710956,3303026,pv,1512206480,2017-12-02 09:21:20,2017-12-02,9,5,0
551262,28285,4336538,pv,1512229493,2017-12-02 15:44:53,2017-12-02,15,5,0
139744,4792260,4801426,pv,1511669558,2017-11-26 04:12:38,2017-11-26,4,6,0
263606,3268071,2225310,pv,1512016347,2017-11-30 04:32:27,2017-11-30,4,3,1
45113,1561808,1320293,cart,1511870745,2017-11-28 12:05:45,2017-11-28,12,1,1
213490,1359295,4015820,cart,1512046139,2017-11-30 12:48:59,2017-11-30,12,3,1
476940,1814256,2485713,pv,1512221154,2017-12-02 13:25:54,2017-12-02,13,5,0
938561,3720802,2066955,pv,1511779937,2017-11-27 10:52:17,2017-11-27,10,0,1
771494,2115332,982926,pv,1511969298,2017-11-29 15:28:18,2017-11-29,15,2,1
329864,4453109,3681810,pv,1511930772,2017-11-29 04:46:12,2017-11-29,4,2,1
358127,3278173,2355072,pv,1511776288,2017-11-27 09:51:28,2017-11-27,9,0,1
179467,2239676,2355072,pv,1511715658,2017-11-26 17:00:58,2017-11-26,17,6,0
549562,4681356,4583884,pv,1512183302,2017-12-02 02:55:02,2017-12-02,2,5,0
201094,1615896,1080785,pv,1512131256,2017-12-01 12:27:36,2017-12-01,12,4,1
75528,3296337,338646,cart,1511774275,2017-11-27 09:17:55,2017-11-27,9,0,1
589363,3473492,4801426,pv,1511792139,2017-11-27 14:15:39,2017-11-27,14,0,1
644898,2032668,1080785,pv,1512113308,2017-12-01 07:28:28,2017-12-01,7,4,1
59017,2645342,2355072,pv,1511586920,2017-11-25 05:15:20,2017-11-25,5,5,0
1007083,3101984,4357323,cart,1512142285,2017-12-01 15:31:25,2017-12-01,15,4,1
474536,4779560,4756105,pv,1511832973,2017-11-28 01:36:13,2017-11-28,1,1,1
55456,1156916,3844144,pv,1512263364,2017-12-03 01:09:24,2017-12-03,1,6,0
535860,3244243,3720767,pv,1511763565,2017-11-27 06:19:25,2017-11-27,6,0,1
113759,986544,2465336,pv,1512189183,2017-12-02 04:33:03,2017-12-02,4,5,0
714885,3427717,3662596,pv,1511885425,2017-11-28 16:10:25,2017-11-28,16,1,1
373767,4545989,4690421,pv,1511626077,2017-11-25 16:07:57,2017-11-25,16,5,0
1003853,571495,1575622,pv,1512133586,2017-12-01 13:06:26,2017-12-01,13,4,1
436756,4359465,625430,pv,1512103435,2017-12-01 04:43:55,2017-12-01,4,4,1
547113,1374740,3645362,pv,1512294678,2017-12-03 09:51:18,2017-12-03,9,6,0
473665,862226,4756105,pv,1512089554,2017-12-01 00:52:34,2017-12-01,0,4,1
882107,4752029,570735,pv,1511590832,2017-11-25 06:20:32,2017-11-25,6,5,0
985100,4479805,2640118,pv,1512039997,2017-11-30 11:06:37,2017-11-30,11,3,1
351038,1423483,2926020,pv,1512046622,2017-11-30 12:57:02,2017-11-30,12,3,1
252582,1810491,4756105,pv,1512128892,2017-12-01 11:48:12,2017-12-01,11,4,1
549247,3838718,864424,pv,1511748916,2017-11-27 02:15:16,2017-11-27,2,0,1
662634,140697,1154246,pv,1511703664,2017-11-26 13:41:04,2017-11-26,13,6,0
983789,689707,1464116,pv,1512022698,2017-11-30 06:18:18,2017-11-30,6,3,1
705090,4456821,3776866,pv,1512230739,2017-12-02 16:05:39,2017-12-02,16,5,0
941537,2828948,4145813,cart,1512023455,2017-11-30 06:30:55,2017-11-30,6,3,1
789192,2517919,3604509,pv,1512047873,2017-11-30 13:17:53,2017-11-30,13,3,1
400195,4544421,384755,pv,1511689359,2017-11-26 09:42:39,2017-11-26,9,6,0
843013,330734,4284875,pv,1512229796,2017-12-02 15:49:56,2017-12-02,15,5,0
677751,956114,1464116,pv,1512225648,2017-12-02 14:40:48,2017-12-02,14,5,0
979129,4730528,1464116,pv,1511924254,2017-11-29 02:57:34,2017-11-29,2,2,1
674414,2871043,163196,pv,1511693578,2017-11-26 10:52:58,2017-11-26,10,6,0
88427,4836875,1879194,pv,1511599505,2017-11-25 08:45:05,2017-11-25,8,5,0
597889,4858548,972597,pv,1512190731,2017-12-02 04:58:51,2017-12-02,4,5,0
139126,3170506,2578647,pv,1512004424,2017-11-30 01:13:44,2017-11-30,1,3,1
315336,1942325,3002561,pv,1511607953,2017-11-25 11:05:53,2017-11-25,11,5,0
337147,129190,4159072,pv,1511594339,2017-11-25 07:18:59,2017-11-25,7,5,0
925497,3956561,2520377,pv,1512198388,2017-12-02 07:06:28,2017-12-02,7,5,0
529929,245528,3002561,pv,1512132974,2017-12-01 12:56:14,2017-12-01,12,4,1
700041,2205043,2735466,pv,1511645657,2017-11-25 21:34:17,2017-11-25,21,5,0
800123,4618437,886203,pv,1511869267,2017-11-28 11:41:07,2017-11-28,11,1,1
955869,716098,4145813,pv,1511666025,2017-11-26 03:13:45,2017-11-26,3,6,0
89424,1578623,1051370,pv,1511701701,2017-11-26 13:08:21,2017-11-26,13,6,0
161608,3872326,2355072,pv,1512206739,2017-12-02 09:25:39,2017-12-02,9,5,0
333195,4851456,4756105,pv,1511794781,2017-11-27 14:59:41,2017-11-27,14,0,1
26915,4850314,4069500,pv,1512053922,2017-11-30 14:58:42,2017-11-30,14,3,1
797533,1699547,154040,pv,1511964691,2017-11-29 14:11:31,2017-11-29,14,2,1
161872,382124,2520377,pv,1511764124,2017-11-27 06:28:44,2017-11-27,6,0,1
895876,1365581,2465336,pv,1511745866,2017-11-27 01:24:26,2017-11-27,1,0,1
963454,2096150,4801426,pv,1511885669,2017-11-28 16:14:29,2017-11-28,16,1,1
278586,680172,3002561,pv,1512078998,2017-11-30 21:56:38,2017-11-30,21,3,1
536681,1989476,4756105,pv,1512276398,2017-12-03 04:46:38,2017-12-03,4,6,0
412314,5143048,4756105,pv,1512080804,2017-11-30 22:26:44,2017-11-30,22,3,1
614145,3952590,2355072,pv,1511674167,2017-11-26 05:29:27,2017-11-26,5,6,0
