user_id,R,F,M,user_type
5766,0.0,0.0,1,潜力活跃用户
5807,0.0,0.0,1,潜力活跃用户
6065,0.0,0.0,1,潜力活跃用户
6068,0.0,0.0,1,潜力活跃用户
6081,0.0,0.0,1,潜力活跃用户
6102,0.0,0.0,1,潜力活跃用户
6118,0.0,0.0,1,潜力活跃用户
6177,0.0,0.0,1,潜力活跃用户
6364,0.0,0.0,1,潜力活跃用户
6488,0.0,0.0,1,潜力活跃用户
6567,0.0,0.0,1,潜力活跃用户
6655,0.0,0.0,1,潜力活跃用户
6659,0.0,0.0,1,潜力活跃用户
6694,5.0,1.0,1,沉睡流失用户
6702,0.0,0.0,1,潜力活跃用户
6705,0.0,0.0,1,潜力活跃用户
6708,0.0,0.0,1,潜力活跃用户
7237,0.0,0.0,1,潜力活跃用户
7254,0.0,0.0,1,潜力活跃用户
7387,0.0,0.0,1,潜力活跃用户
7629,0.0,0.0,1,潜力活跃用户
7792,0.0,0.0,1,潜力活跃用户
7819,0.0,0.0,1,潜力活跃用户
7892,0.0,0.0,1,潜力活跃用户
7902,0.0,0.0,1,潜力活跃用户
7919,0.0,0.0,1,潜力活跃用户
8066,0.0,0.0,1,潜力活跃用户
8274,0.0,0.0,1,潜力活跃用户
8417,0.0,0.0,1,潜力活跃用户
8418,0.0,0.0,1,潜力活跃用户
8530,0.0,0.0,1,潜力活跃用户
8565,0.0,0.0,1,潜力活跃用户
8630,0.0,0.0,1,潜力活跃用户
8693,0.0,0.0,1,潜力活跃用户
8875,0.0,0.0,1,潜力活跃用户
8886,0.0,0.0,1,潜力活跃用户
8988,0.0,0.0,1,潜力活跃用户
9096,0.0,0.0,1,潜力活跃用户
9106,0.0,0.0,1,潜力活跃用户
9198,0.0,0.0,1,潜力活跃用户
9206,3.0,1.0,1,潜力活跃用户
9298,0.0,0.0,1,潜力活跃用户
9384,0.0,0.0,1,潜力活跃用户
9547,0.0,0.0,1,潜力活跃用户
9572,0.0,0.0,1,潜力活跃用户
9643,0.0,0.0,1,潜力活跃用户
9875,0.0,0.0,2,潜力活跃用户
9901,0.0,0.0,1,潜力活跃用户
10080,0.0,0.0,1,潜力活跃用户
10226,-1.0,1.0,1,潜力活跃用户
10493,0.0,0.0,1,潜力活跃用户
10560,0.0,0.0,1,潜力活跃用户
10653,0.0,0.0,1,潜力活跃用户
10666,0.0,0.0,1,潜力活跃用户
10773,0.0,0.0,1,潜力活跃用户
10829,0.0,0.0,1,潜力活跃用户
11025,0.0,0.0,1,潜力活跃用户
11137,0.0,0.0,1,潜力活跃用户
11179,0.0,0.0,1,潜力活跃用户
11338,0.0,0.0,1,潜力活跃用户
11371,0.0,0.0,1,潜力活跃用户
11572,0.0,0.0,1,潜力活跃用户
11663,0.0,0.0,1,潜力活跃用户
11675,0.0,0.0,1,潜力活跃用户
11790,0.0,0.0,1,潜力活跃用户
11802,0.0,0.0,1,潜力活跃用户
11943,0.0,0.0,1,潜力活跃用户
11996,0.0,0.0,1,潜力活跃用户
12099,0.0,0.0,1,潜力活跃用户
12259,0.0,0.0,1,潜力活跃用户
12473,0.0,0.0,1,潜力活跃用户
12536,0.0,0.0,1,潜力活跃用户
12560,0.0,0.0,1,潜力活跃用户
12564,0.0,0.0,1,潜力活跃用户
12617,0.0,0.0,1,潜力活跃用户
12663,0.0,0.0,1,潜力活跃用户
12724,0.0,0.0,1,潜力活跃用户
12756,0.0,0.0,1,潜力活跃用户
12972,0.0,0.0,1,潜力活跃用户
12982,0.0,0.0,1,潜力活跃用户
13023,0.0,0.0,1,潜力活跃用户
13073,0.0,0.0,1,潜力活跃用户
13168,0.0,0.0,1,潜力活跃用户
13213,0.0,0.0,1,潜力活跃用户
13406,0.0,0.0,1,潜力活跃用户
13483,0.0,0.0,1,潜力活跃用户
13508,0.0,0.0,1,潜力活跃用户
13542,0.0,0.0,1,潜力活跃用户
13546,0.0,0.0,1,潜力活跃用户
13578,0.0,0.0,1,潜力活跃用户
13590,0.0,0.0,1,潜力活跃用户
13652,0.0,0.0,1,潜力活跃用户
13700,0.0,0.0,1,潜力活跃用户
13703,0.0,0.0,1,潜力活跃用户
13772,0.0,0.0,1,潜力活跃用户
13821,0.0,0.0,1,潜力活跃用户
13933,0.0,0.0,1,潜力活跃用户
14169,3.0,1.0,1,潜力活跃用户
14244,0.0,0.0,1,潜力活跃用户
14389,0.0,0.0,1,潜力活跃用户
14390,0.0,0.0,1,潜力活跃用户
14401,0.0,0.0,1,潜力活跃用户
14533,0.0,0.0,1,潜力活跃用户
14755,0.0,0.0,1,潜力活跃用户
14964,0.0,0.0,2,潜力活跃用户
15043,0.0,0.0,1,潜力活跃用户
15067,0.0,0.0,1,潜力活跃用户
15119,6.0,1.0,1,沉睡流失用户
15214,0.0,0.0,1,潜力活跃用户
15283,0.0,0.0,1,潜力活跃用户
15436,0.0,0.0,1,潜力活跃用户
15604,0.0,0.0,1,潜力活跃用户
15781,0.0,0.0,1,潜力活跃用户
15790,0.0,0.0,1,潜力活跃用户
15798,0.0,0.0,1,潜力活跃用户
15815,0.0,0.0,1,潜力活跃用户
15931,0.0,0.0,1,潜力活跃用户
16063,0.0,0.0,1,潜力活跃用户
16238,0.0,0.0,1,潜力活跃用户
16459,0.0,0.0,1,潜力活跃用户
16524,0.0,0.0,1,潜力活跃用户
16525,0.0,0.0,1,潜力活跃用户
16536,0.0,0.0,1,潜力活跃用户
16676,0.0,0.0,1,潜力活跃用户
16708,0.0,0.0,1,潜力活跃用户
17175,0.0,0.0,1,潜力活跃用户
17207,0.0,0.0,1,潜力活跃用户
17238,0.0,0.0,1,潜力活跃用户
17367,0.0,0.0,1,潜力活跃用户
17545,0.0,0.0,1,潜力活跃用户
17565,0.0,0.0,1,潜力活跃用户
17721,0.0,0.0,1,潜力活跃用户
17953,0.0,0.0,1,潜力活跃用户
17997,0.0,0.0,1,潜力活跃用户
18132,0.0,0.0,1,潜力活跃用户
18172,0.0,0.0,1,潜力活跃用户
18326,0.0,0.0,1,潜力活跃用户
18552,0.0,0.0,1,潜力活跃用户
18872,0.0,0.0,1,潜力活跃用户
18904,0.0,0.0,1,潜力活跃用户
19037,0.0,0.0,1,潜力活跃用户
19178,0.0,0.0,1,潜力活跃用户
19253,0.0,0.0,1,潜力活跃用户
19308,0.0,0.0,1,潜力活跃用户
19374,0.0,0.0,1,潜力活跃用户
19611,0.0,0.0,1,潜力活跃用户
19622,0.0,0.0,1,潜力活跃用户
20027,0.0,0.0,1,潜力活跃用户
20417,0.0,0.0,1,潜力活跃用户
20612,0.0,0.0,1,潜力活跃用户
20686,0.0,0.0,1,潜力活跃用户
20740,0.0,0.0,1,潜力活跃用户
20821,0.0,0.0,1,潜力活跃用户
20885,0.0,0.0,1,潜力活跃用户
20966,0.0,0.0,1,潜力活跃用户
20981,0.0,0.0,1,潜力活跃用户
21034,0.0,0.0,1,潜力活跃用户
21242,0.0,0.0,1,潜力活跃用户
21423,0.0,0.0,1,潜力活跃用户
21480,0.0,0.0,1,潜力活跃用户
21481,0.0,0.0,1,潜力活跃用户
21551,0.0,0.0,1,潜力活跃用户
21586,0.0,0.0,1,潜力活跃用户
21781,0.0,0.0,1,潜力活跃用户
21902,0.0,0.0,1,潜力活跃用户
21948,0.0,0.0,1,潜力活跃用户
22033,0.0,0.0,1,潜力活跃用户
22060,0.0,0.0,1,潜力活跃用户
22420,0.0,0.0,1,潜力活跃用户
22627,0.0,0.0,1,潜力活跃用户
22694,0.0,0.0,1,潜力活跃用户
22829,0.0,0.0,1,潜力活跃用户
22922,0.0,0.0,1,潜力活跃用户
22961,0.0,0.0,1,潜力活跃用户
23036,0.0,0.0,1,潜力活跃用户
23047,0.0,0.0,1,潜力活跃用户
23195,0.0,0.0,1,潜力活跃用户
23452,0.0,0.0,1,潜力活跃用户
23524,0.0,0.0,1,潜力活跃用户
23752,0.0,0.0,1,潜力活跃用户
23818,0.0,0.0,1,潜力活跃用户
24106,0.0,0.0,1,潜力活跃用户
24129,0.0,0.0,1,潜力活跃用户
24167,0.0,0.0,1,潜力活跃用户
24187,0.0,0.0,1,潜力活跃用户
24197,0.0,0.0,1,潜力活跃用户
24278,0.0,0.0,1,潜力活跃用户
24373,0.0,0.0,1,潜力活跃用户
24441,0.0,0.0,1,潜力活跃用户
24444,0.0,0.0,1,潜力活跃用户
24473,0.0,0.0,1,潜力活跃用户
24487,0.0,0.0,1,潜力活跃用户
24688,0.0,0.0,1,潜力活跃用户
24784,0.0,0.0,1,潜力活跃用户
24921,0.0,0.0,1,潜力活跃用户
24956,0.0,0.0,2,潜力活跃用户
25093,0.0,0.0,1,潜力活跃用户
25141,0.0,0.0,1,潜力活跃用户
25174,0.0,0.0,1,潜力活跃用户
25231,0.0,0.0,1,潜力活跃用户
25340,0.0,0.0,1,潜力活跃用户
25349,0.0,0.0,1,潜力活跃用户
25355,6.0,1.0,1,沉睡流失用户
25476,0.0,0.0,1,潜力活跃用户
25796,0.0,0.0,1,潜力活跃用户
25830,0.0,0.0,1,潜力活跃用户
25899,0.0,0.0,1,潜力活跃用户
25990,0.0,0.0,1,潜力活跃用户
26044,0.0,0.0,1,潜力活跃用户
26073,0.0,0.0,1,潜力活跃用户
26076,0.0,0.0,1,潜力活跃用户
26107,0.0,0.0,1,潜力活跃用户
26178,0.0,0.0,1,潜力活跃用户
26287,0.0,0.0,1,潜力活跃用户
26308,0.0,0.0,1,潜力活跃用户
26322,0.0,0.0,1,潜力活跃用户
26433,0.0,0.0,1,潜力活跃用户
26504,0.0,0.0,1,潜力活跃用户
26544,0.0,0.0,1,潜力活跃用户
26581,0.0,0.0,1,潜力活跃用户
26690,0.0,0.0,1,潜力活跃用户
26721,0.0,0.0,1,潜力活跃用户
26915,0.0,0.0,1,潜力活跃用户
26976,0.0,0.0,1,潜力活跃用户
27207,0.0,0.0,1,潜力活跃用户
27280,0.0,0.0,1,潜力活跃用户
27331,0.0,0.0,1,潜力活跃用户
27419,0.0,0.0,1,潜力活跃用户
27491,0.0,0.0,1,潜力活跃用户
27576,0.0,0.0,1,潜力活跃用户
27589,0.0,0.0,1,潜力活跃用户
27678,0.0,0.0,1,潜力活跃用户
27839,0.0,0.0,1,潜力活跃用户
27883,0.0,0.0,1,潜力活跃用户
27911,0.0,0.0,1,潜力活跃用户
28088,0.0,0.0,1,潜力活跃用户
28175,0.0,0.0,1,潜力活跃用户
28201,0.0,0.0,1,潜力活跃用户
28276,0.0,0.0,1,潜力活跃用户
28684,0.0,0.0,1,潜力活跃用户
28700,0.0,0.0,1,潜力活跃用户
28888,0.0,0.0,1,潜力活跃用户
28901,0.0,0.0,1,潜力活跃用户
28940,0.0,0.0,1,潜力活跃用户
29000,0.0,0.0,1,潜力活跃用户
29002,0.0,0.0,1,潜力活跃用户
29105,0.0,0.0,1,潜力活跃用户
29123,0.0,0.0,1,潜力活跃用户
29229,0.0,0.0,1,潜力活跃用户
29310,0.0,0.0,1,潜力活跃用户
29427,0.0,0.0,1,潜力活跃用户
29517,0.0,0.0,1,潜力活跃用户
29759,0.0,0.0,1,潜力活跃用户
29821,0.0,0.0,1,潜力活跃用户
29962,0.0,0.0,1,潜力活跃用户
30142,0.0,0.0,1,潜力活跃用户
30179,0.0,0.0,1,潜力活跃用户
30385,0.0,0.0,1,潜力活跃用户
30490,0.0,0.0,1,潜力活跃用户
30529,0.0,0.0,1,潜力活跃用户
30649,0.0,0.0,1,潜力活跃用户
30659,0.0,0.0,1,潜力活跃用户
30725,0.0,0.0,1,潜力活跃用户
30796,0.0,0.0,1,潜力活跃用户
30820,0.0,0.0,1,潜力活跃用户
30930,0.0,0.0,1,潜力活跃用户
31151,0.0,0.0,1,潜力活跃用户
31188,0.0,0.0,1,潜力活跃用户
31393,0.0,0.0,1,潜力活跃用户
31425,0.0,0.0,1,潜力活跃用户
31469,0.0,0.0,1,潜力活跃用户
31492,0.0,0.0,1,潜力活跃用户
31499,0.0,0.0,1,潜力活跃用户
31502,0.0,0.0,1,潜力活跃用户
31536,0.0,0.0,1,潜力活跃用户
31874,0.0,0.0,1,潜力活跃用户
32050,0.0,0.0,1,潜力活跃用户
32183,0.0,0.0,1,潜力活跃用户
32264,0.0,0.0,1,潜力活跃用户
32281,0.0,0.0,1,潜力活跃用户
32400,0.0,0.0,1,潜力活跃用户
32473,0.0,0.0,1,潜力活跃用户
32524,0.0,0.0,1,潜力活跃用户
32672,0.0,0.0,1,潜力活跃用户
32702,0.0,0.0,1,潜力活跃用户
32791,0.0,0.0,1,潜力活跃用户
32878,0.0,0.0,1,潜力活跃用户
32906,0.0,0.0,1,潜力活跃用户
33033,0.0,0.0,1,潜力活跃用户
33070,0.0,0.0,1,潜力活跃用户
33364,0.0,0.0,1,潜力活跃用户
33391,6.0,1.0,1,沉睡流失用户
33604,0.0,0.0,1,潜力活跃用户
33855,0.0,0.0,1,潜力活跃用户
34025,2.0,1.0,1,潜力活跃用户
34104,0.0,0.0,1,潜力活跃用户
34159,0.0,0.0,1,潜力活跃用户
34217,0.0,0.0,1,潜力活跃用户
34342,0.0,0.0,1,潜力活跃用户
34361,0.0,0.0,1,潜力活跃用户
34518,0.0,0.0,1,潜力活跃用户
34525,0.0,0.0,1,潜力活跃用户
34665,0.0,0.0,1,潜力活跃用户
34740,0.0,0.0,1,潜力活跃用户
34786,0.0,0.0,1,潜力活跃用户
34823,0.0,0.0,1,潜力活跃用户
34903,0.0,0.0,1,潜力活跃用户
34983,0.0,0.0,1,潜力活跃用户
35009,0.0,0.0,1,潜力活跃用户
35118,0.0,0.0,2,潜力活跃用户
35325,0.0,0.0,1,潜力活跃用户
35598,0.0,0.0,1,潜力活跃用户
35701,0.0,0.0,1,潜力活跃用户
35788,0.0,0.0,1,潜力活跃用户
35836,0.0,0.0,1,潜力活跃用户
35883,0.0,0.0,1,潜力活跃用户
35922,0.0,0.0,1,潜力活跃用户
35997,0.0,0.0,1,潜力活跃用户
36000,0.0,0.0,1,潜力活跃用户
36081,0.0,0.0,1,潜力活跃用户
36083,0.0,0.0,1,潜力活跃用户
36249,0.0,0.0,1,潜力活跃用户
36393,0.0,0.0,1,潜力活跃用户
36508,0.0,0.0,1,潜力活跃用户
36950,0.0,0.0,1,潜力活跃用户
37016,0.0,0.0,1,潜力活跃用户
37070,0.0,0.0,1,潜力活跃用户
37205,0.0,0.0,1,潜力活跃用户
37211,0.0,0.0,1,潜力活跃用户
37446,0.0,0.0,1,潜力活跃用户
37534,0.0,0.0,1,潜力活跃用户
37705,0.0,0.0,1,潜力活跃用户
37767,0.0,0.0,1,潜力活跃用户
37862,0.0,0.0,1,潜力活跃用户
38050,0.0,0.0,1,潜力活跃用户
38103,0.0,0.0,1,潜力活跃用户
38132,0.0,0.0,1,潜力活跃用户
38207,6.0,1.0,1,沉睡流失用户
38220,0.0,0.0,1,潜力活跃用户
38262,0.0,0.0,1,潜力活跃用户
38267,0.0,0.0,1,潜力活跃用户
38364,0.0,0.0,1,潜力活跃用户
38408,0.0,0.0,1,潜力活跃用户
38445,0.0,0.0,1,潜力活跃用户
38448,0.0,0.0,1,潜力活跃用户
38500,0.0,0.0,1,潜力活跃用户
38560,0.0,0.0,1,潜力活跃用户
38591,0.0,0.0,1,潜力活跃用户
38596,0.0,0.0,1,潜力活跃用户
38887,0.0,0.0,1,潜力活跃用户
38973,0.0,0.0,1,潜力活跃用户
38995,0.0,0.0,1,潜力活跃用户
39059,0.0,0.0,1,潜力活跃用户
39166,0.0,0.0,1,潜力活跃用户
39184,0.0,0.0,1,潜力活跃用户
39370,0.0,0.0,1,潜力活跃用户
39580,0.0,0.0,1,潜力活跃用户
39615,0.0,0.0,1,潜力活跃用户
39626,0.0,0.0,1,潜力活跃用户
39731,0.0,0.0,1,潜力活跃用户
39888,0.0,0.0,1,潜力活跃用户
40102,0.0,0.0,1,潜力活跃用户
40114,0.0,0.0,1,潜力活跃用户
40158,0.0,0.0,1,潜力活跃用户
40298,0.0,0.0,1,潜力活跃用户
40319,0.0,0.0,1,潜力活跃用户
40430,0.0,0.0,1,潜力活跃用户
40609,0.0,0.0,1,潜力活跃用户
40915,0.0,0.0,1,潜力活跃用户
40932,0.0,0.0,1,潜力活跃用户
41028,0.0,0.0,1,潜力活跃用户
41188,0.0,0.0,1,潜力活跃用户
41275,0.0,0.0,1,潜力活跃用户
41503,0.0,0.0,1,潜力活跃用户
41575,0.0,0.0,1,潜力活跃用户
41671,0.0,0.0,1,潜力活跃用户
41674,0.0,0.0,1,潜力活跃用户
41732,0.0,0.0,1,潜力活跃用户
41777,0.0,0.0,1,潜力活跃用户
41781,0.0,0.0,1,潜力活跃用户
41803,0.0,0.0,1,潜力活跃用户
41852,0.0,0.0,1,潜力活跃用户
41886,0.0,0.0,1,潜力活跃用户
41996,0.0,0.0,1,潜力活跃用户
42110,0.0,0.0,1,潜力活跃用户
42122,0.0,0.0,1,潜力活跃用户
42184,0.0,0.0,1,潜力活跃用户
42209,0.0,0.0,1,潜力活跃用户
42433,0.0,0.0,1,潜力活跃用户
42491,0.0,0.0,1,潜力活跃用户
42680,0.0,0.0,1,潜力活跃用户
42761,0.0,0.0,1,潜力活跃用户
42991,0.0,0.0,1,潜力活跃用户
43049,0.0,1.0,1,潜力活跃用户
43053,0.0,0.0,1,潜力活跃用户
43215,0.0,0.0,1,潜力活跃用户
43312,0.0,0.0,1,潜力活跃用户
43341,0.0,0.0,1,潜力活跃用户
43407,0.0,0.0,1,潜力活跃用户
43455,0.0,0.0,1,潜力活跃用户
43460,0.0,0.0,1,潜力活跃用户
43495,0.0,0.0,1,潜力活跃用户
43545,0.0,0.0,1,潜力活跃用户
43622,0.0,0.0,1,潜力活跃用户
43748,0.0,0.0,1,潜力活跃用户
43768,0.0,0.0,1,潜力活跃用户
43953,0.0,0.0,1,潜力活跃用户
44010,0.0,0.0,1,潜力活跃用户
44068,0.0,0.0,1,潜力活跃用户
44098,0.0,0.0,1,潜力活跃用户
44145,0.0,0.0,1,潜力活跃用户
44200,0.0,0.0,1,潜力活跃用户
44319,0.0,0.0,1,潜力活跃用户
44475,0.0,0.0,1,潜力活跃用户
44514,0.0,0.0,1,潜力活跃用户
44528,0.0,0.0,1,潜力活跃用户
44823,0.0,0.0,1,潜力活跃用户
44955,0.0,0.0,1,潜力活跃用户
45113,0.0,0.0,1,潜力活跃用户
45506,0.0,0.0,1,潜力活跃用户
45508,0.0,0.0,1,潜力活跃用户
45641,0.0,0.0,1,潜力活跃用户
45706,0.0,0.0,1,潜力活跃用户
46019,0.0,0.0,1,潜力活跃用户
46467,0.0,0.0,1,潜力活跃用户
46534,0.0,0.0,1,潜力活跃用户
46732,0.0,0.0,1,潜力活跃用户
46807,0.0,0.0,1,潜力活跃用户
46844,0.0,0.0,1,潜力活跃用户
46897,0.0,0.0,1,潜力活跃用户
47138,0.0,0.0,1,潜力活跃用户
47317,0.0,0.0,1,潜力活跃用户
47530,0.0,0.0,1,潜力活跃用户
47551,0.0,0.0,1,潜力活跃用户
47611,0.0,0.0,1,潜力活跃用户
47823,0.0,0.0,1,潜力活跃用户
47923,5.0,1.0,1,沉睡流失用户
47968,0.0,0.0,1,潜力活跃用户
47987,0.0,0.0,1,潜力活跃用户
48009,0.0,0.0,1,潜力活跃用户
48021,0.0,0.0,1,潜力活跃用户
48185,0.0,0.0,1,潜力活跃用户
48230,0.0,0.0,1,潜力活跃用户
48249,0.0,0.0,1,潜力活跃用户
48299,0.0,0.0,1,潜力活跃用户
48548,0.0,0.0,1,潜力活跃用户
48564,0.0,0.0,1,潜力活跃用户
48868,6.0,1.0,1,沉睡流失用户
48958,0.0,0.0,1,潜力活跃用户
48959,0.0,0.0,1,潜力活跃用户
49244,0.0,0.0,1,潜力活跃用户
49288,0.0,0.0,1,潜力活跃用户
49315,0.0,0.0,1,潜力活跃用户
49497,0.0,0.0,1,潜力活跃用户
49678,0.0,0.0,1,潜力活跃用户
49847,0.0,0.0,1,潜力活跃用户
50058,0.0,0.0,1,潜力活跃用户
50082,0.0,0.0,1,潜力活跃用户
50260,0.0,0.0,1,潜力活跃用户
50495,0.0,0.0,1,潜力活跃用户
50573,0.0,0.0,1,潜力活跃用户
50582,0.0,0.0,1,潜力活跃用户
50810,0.0,0.0,1,潜力活跃用户
51054,0.0,0.0,1,潜力活跃用户
51109,0.0,0.0,1,潜力活跃用户
51277,0.0,0.0,1,潜力活跃用户
51331,0.0,0.0,1,潜力活跃用户
51432,0.0,0.0,1,潜力活跃用户
51472,0.0,0.0,1,潜力活跃用户
51556,0.0,0.0,1,潜力活跃用户
51617,0.0,0.0,1,潜力活跃用户
51638,0.0,0.0,1,潜力活跃用户
51706,0.0,0.0,1,潜力活跃用户
51714,0.0,0.0,1,潜力活跃用户
51723,0.0,0.0,1,潜力活跃用户
51959,0.0,0.0,1,潜力活跃用户
52296,0.0,0.0,1,潜力活跃用户
52381,0.0,0.0,1,潜力活跃用户
52415,0.0,0.0,1,潜力活跃用户
52485,0.0,0.0,1,潜力活跃用户
52590,0.0,0.0,1,潜力活跃用户
52780,0.0,0.0,1,潜力活跃用户
53198,0.0,0.0,1,潜力活跃用户
53237,0.0,0.0,1,潜力活跃用户
53264,0.0,0.0,1,潜力活跃用户
53370,0.0,0.0,1,潜力活跃用户
53382,0.0,0.0,1,潜力活跃用户
53679,0.0,0.0,1,潜力活跃用户
53727,0.0,0.0,1,潜力活跃用户
53732,0.0,0.0,1,潜力活跃用户
53914,0.0,0.0,1,潜力活跃用户
54403,0.0,0.0,1,潜力活跃用户
54423,0.0,0.0,1,潜力活跃用户
54574,0.0,0.0,1,潜力活跃用户
54715,0.0,0.0,1,潜力活跃用户
54782,0.0,0.0,1,潜力活跃用户
54996,0.0,0.0,1,潜力活跃用户
55030,0.0,0.0,1,潜力活跃用户
55045,0.0,0.0,1,潜力活跃用户
55203,0.0,0.0,1,潜力活跃用户
55212,0.0,0.0,1,潜力活跃用户
55264,0.0,0.0,1,潜力活跃用户
55362,0.0,0.0,1,潜力活跃用户
55434,0.0,0.0,1,潜力活跃用户
55456,0.0,0.0,1,潜力活跃用户
55600,0.0,0.0,1,潜力活跃用户
55606,0.0,0.0,1,潜力活跃用户
55736,0.0,0.0,1,潜力活跃用户
55821,0.0,0.0,1,潜力活跃用户
55836,0.0,0.0,1,潜力活跃用户
55964,0.0,0.0,1,潜力活跃用户
56338,0.0,0.0,1,潜力活跃用户
56423,0.0,0.0,1,潜力活跃用户
56432,0.0,0.0,1,潜力活跃用户
56519,0.0,0.0,1,潜力活跃用户
56637,0.0,0.0,1,潜力活跃用户
56738,0.0,0.0,1,潜力活跃用户
56755,0.0,0.0,1,潜力活跃用户
56814,0.0,0.0,1,潜力活跃用户
56928,0.0,0.0,1,潜力活跃用户
56960,0.0,0.0,1,潜力活跃用户
57023,0.0,0.0,1,潜力活跃用户
57311,0.0,0.0,1,潜力活跃用户
57337,0.0,0.0,1,潜力活跃用户
57444,0.0,0.0,1,潜力活跃用户
57461,0.0,0.0,1,潜力活跃用户
57631,0.0,0.0,1,潜力活跃用户
57863,0.0,0.0,1,潜力活跃用户
58051,0.0,0.0,1,潜力活跃用户
58074,0.0,0.0,1,潜力活跃用户
58627,0.0,0.0,1,潜力活跃用户
58698,0.0,0.0,1,潜力活跃用户
58895,0.0,0.0,1,潜力活跃用户
59017,0.0,0.0,1,潜力活跃用户
59128,0.0,0.0,1,潜力活跃用户
59220,0.0,0.0,1,潜力活跃用户
59371,0.0,0.0,1,潜力活跃用户
59375,0.0,0.0,1,潜力活跃用户
59377,0.0,0.0,1,潜力活跃用户
59738,0.0,0.0,1,潜力活跃用户
59746,0.0,0.0,1,潜力活跃用户
59805,0.0,0.0,1,潜力活跃用户
60002,0.0,0.0,1,潜力活跃用户
60037,0.0,0.0,1,潜力活跃用户
60039,0.0,0.0,1,潜力活跃用户
60097,0.0,0.0,1,潜力活跃用户
60324,0.0,0.0,1,潜力活跃用户
60362,0.0,0.0,1,潜力活跃用户
60773,0.0,0.0,1,潜力活跃用户
60782,0.0,0.0,1,潜力活跃用户
60891,0.0,0.0,1,潜力活跃用户
60976,0.0,0.0,1,潜力活跃用户
61007,0.0,0.0,1,潜力活跃用户
61062,0.0,0.0,1,潜力活跃用户
61075,0.0,0.0,1,潜力活跃用户
61097,0.0,0.0,1,潜力活跃用户
61139,0.0,0.0,1,潜力活跃用户
61230,0.0,0.0,1,潜力活跃用户
61606,0.0,0.0,1,潜力活跃用户
61662,0.0,0.0,1,潜力活跃用户
61776,0.0,0.0,1,潜力活跃用户
61820,0.0,0.0,1,潜力活跃用户
61865,0.0,0.0,1,潜力活跃用户
61962,0.0,0.0,1,潜力活跃用户
62186,0.0,0.0,1,潜力活跃用户
62403,0.0,0.0,1,潜力活跃用户
62404,0.0,0.0,1,潜力活跃用户
62749,0.0,0.0,1,潜力活跃用户
62768,0.0,0.0,1,潜力活跃用户
63183,0.0,0.0,1,潜力活跃用户
63213,0.0,0.0,1,潜力活跃用户
63321,0.0,0.0,1,潜力活跃用户
63333,0.0,0.0,1,潜力活跃用户
63597,0.0,0.0,1,潜力活跃用户
63666,0.0,0.0,1,潜力活跃用户
63740,0.0,0.0,1,潜力活跃用户
63827,0.0,0.0,1,潜力活跃用户
63840,0.0,0.0,1,潜力活跃用户
63915,0.0,0.0,1,潜力活跃用户
63931,0.0,0.0,1,潜力活跃用户
