user_id,item_id,category_id,behavior,timestamp
727481,4324270,3607361,pv,1512313588
884420,2674540,4756105,pv,1512223434
154426,3281778,1879194,pv,1512314390
712717,4339968,3607361,pv,1511581108
578035,1780201,3002561,pv,1512180152
952653,193661,535180,pv,1512100510
292521,668541,965809,pv,1511604512
274621,414097,982926,pv,1512035428
26308,4278840,2520377,cart,1511875713
980422,1444464,982926,pv,1511940341
157653,3643796,1879194,pv,1512034333
588854,670904,1299190,pv,1511876597
525286,4481730,4696710,pv,1512220300
277172,1256921,982926,pv,1512131699
958319,1919007,2290623,pv,1511749212
1008637,824604,1807416,pv,1511966135
443415,92141,982926,pv,1512029705
284671,3872044,1080785,pv,1511607757
251912,3062437,1299190,pv,1512130220
325107,3595488,384755,pv,1511876668
106289,986558,4756105,pv,1511634829
29868,1051822,3616520,pv,1512221076
123005,4173670,4310023,pv,1511917190
134647,1243791,3299155,pv,1511600736
607095,4866490,4756105,pv,1511975979
754025,5092700,4170419,pv,1511568681
388225,3302710,2465336,pv,1512215415
370477,574183,4639855,pv,1512100231
762089,1302844,4145813,pv,1511856843
115514,893608,4159072,pv,1511870400
976694,2284480,2355072,pv,1511876056
946122,4879098,2465336,pv,1511545668
364713,3608242,3160926,pv,1511848217
248741,2729849,154040,pv,1512124380
688273,474935,2735466,pv,1511943296
900728,3637124,970709,pv,1512191269
697444,2262201,4444302,pv,1512180862
818465,2101968,1464116,pv,1511959358
345196,2714515,902556,pv,1512039969
951471,3411016,4801426,pv,1512053287
590662,145434,2520377,pv,1512273678
284045,5044244,2520771,pv,1511595912
466244,721866,4357323,fav,1511948537
260561,297167,4478620,pv,1511968764
804268,1482391,2945933,pv,1512083909
509139,4464302,4980533,pv,1512190705
761697,4965562,1320293,pv,1512299318
507974,3485136,1464116,pv,1512101499
791790,3503155,4138583,buy,1512054696
179826,1222855,4743234,pv,1511619650
448007,1353305,4145813,pv,1512211640
869089,1240620,982926,pv,1512134587
959670,1996514,4756105,pv,1512300611
124693,1734037,737184,pv,1511934248
32038,174964,3208959,pv,1511679104
849849,1590306,4303322,pv,1511918281
625512,1398760,4370528,pv,1511673522
442586,4569226,323851,pv,1512218579
363072,587814,2202384,pv,1512260096
216888,3148330,2465336,pv,1512293125
475012,2303267,2612027,pv,1511702274
806867,901310,1080785,pv,1511791768
772524,1039373,2640118,pv,1512187550
131058,2799314,2066955,pv,1511657246
768495,3455083,883960,pv,1512101564
478970,4325722,3102419,pv,1511755321
892505,1303900,2355072,pv,1511934888
746257,2519970,4050612,pv,1511827732
545024,2866666,3010483,pv,1511947668
818648,3903105,3184456,pv,1511664436
748257,4903962,3002561,pv,1511750228
81801,4412463,2939262,pv,1511789237
890631,2868964,4127459,pv,1512035963
982986,1704833,4173315,pv,1511788854
270486,109501,3607361,pv,1512288065
766955,2248116,2495340,pv,1512060082
967338,191709,1349561,buy,1511667501
437439,5024289,2201622,fav,1511771625
93868,2220986,3299155,pv,1511766291
743178,4487318,982926,pv,1511708366
362626,601373,4756105,pv,1512173085
592127,4701966,1686309,pv,1512226142
211017,4189993,3607361,pv,1511958454
327342,2894677,4901188,pv,1511615434
263652,3607712,1567637,pv,1512129768
431025,3397177,2030976,pv,1511681758
46686,1027270,3002561,pv,1512273896
873663,3980769,5071267,pv,1511712542
880669,4233322,3253210,buy,1512137505
619707,1918108,4643350,pv,1512278250
472299,4787387,3010113,pv,1512015769
91383,583928,4181361,pv,1512048462
570303,5129153,903809,fav,1511583892
252830,976950,4145813,pv,1512236663
749194,1517352,381850,pv,1511573083
378421,2408880,2520771,pv,1512190629
211146,1400592,4241245,pv,1511707032
941257,1329500,622168,pv,1512286674
545843,3847027,3496816,pv,1512063003
80727,4970538,2355072,pv,1511923188
901592,231791,2465336,pv,1512170148
259978,1619159,1829804,pv,1512033407
333815,2394367,982926,fav,1512218791
625656,4197252,344833,pv,1512310344
717557,5112786,3607361,pv,1511618489
13300,202441,323851,pv,1511657075
349429,3121521,2489066,pv,1511850280
331713,3466814,2853993,pv,1511540365
909334,3109459,1852398,pv,1512097900
423233,967429,4241245,pv,1511763751
260064,2636013,1216617,pv,1512293061
647829,4576036,344833,pv,1511894209
878161,3319126,2096639,pv,1511971646
195318,4373379,4217906,pv,1511855517
114467,3353399,3975787,pv,1511851421
537159,2828948,4145813,pv,1512262940
685217,1588810,3521896,cart,1512309785
676828,168043,4801426,pv,1512255563
993918,5110598,1061857,pv,1511960855
555803,4010281,965809,pv,1511873328
933885,432923,4784134,pv,1512294395
778665,3458421,5071267,pv,1512011638
115575,815122,2355072,pv,1511946099
744160,1561513,2520377,pv,1512224926
38030,4289438,866301,pv,1512047545
970386,4789734,149192,pv,1511604393
324405,1325910,2313309,pv,1512217932
289871,2948731,4051859,pv,1512195039
979601,2454050,4801426,pv,1511554236
203695,2509082,3844144,pv,1512235717
855350,4702659,4170419,pv,1512015979
758614,111737,4267003,pv,1511791057
789218,372074,4181361,pv,1512110146
513205,291932,2096639,pv,1511662781
652952,1195675,3430419,pv,1512300296
254734,3233904,4145813,pv,1512133916
871164,572486,1628657,cart,1511715309
547599,1919653,1449177,pv,1511621609
677816,3012730,810632,pv,1512300830
418432,4769669,4731191,pv,1512305454
722484,3142516,4069500,pv,1512188327
658211,810653,4756105,pv,1512129530
122911,2309216,4273662,fav,1511625320
174382,2900297,2735466,pv,1511681305
11784,812879,4756105,pv,1512134137
549664,2613331,2735466,pv,1512102635
56651,1134638,2885642,pv,1512286533
532833,4006339,50601,pv,1512218746
971902,3285793,1080785,pv,1512106154
733163,2712257,2465336,pv,1511698975
125261,240034,1080785,pv,1512127032
61483,3953710,1879194,pv,1511881512
546577,2660418,411153,pv,1512225154
348930,3400172,3299155,pv,1512130548
323576,864746,3002561,pv,1511888130
765768,4670864,4801426,pv,1512063152
399824,4860051,1973012,pv,1511945779
444113,3963033,2520377,pv,1511934139
910681,156262,2520377,pv,1511612362
576551,712915,1609467,pv,1511926257
986904,1733685,2989452,pv,1512303500
534851,3100052,2082734,pv,1511791707
756927,2091937,3776866,pv,1511943076
600869,228725,4734879,pv,1512098302
785907,3376624,4167958,pv,1512037121
135213,1792750,3002561,pv,1512217771
503759,3203106,2735466,pv,1512289777
539113,3295660,1922644,buy,1511860717
670167,2569869,4170419,pv,1512303325
896859,3721678,4801426,pv,1511855500
260152,71958,4145813,pv,1512200855
793690,3292583,4756105,pv,1511699314
26262,3896493,2355072,pv,1511801262
581400,1651834,5071267,pv,1511936814
597674,2652876,2520771,pv,1511696089
546513,158847,4565874,cart,1512043861
687101,3689179,3607361,pv,1512314497
201128,3584462,2693696,pv,1512265484
500567,2400681,2966303,pv,1511959069
753786,4823891,982926,pv,1512136480
554023,4744243,4604594,pv,1512056083
805305,3523692,2558244,pv,1511848695
910305,3010632,4784134,pv,1511621288
199730,4812461,1637260,cart,1511787019
765425,2455272,858756,pv,1512223413
874472,5073303,4170419,pv,1511607869
773562,3301155,903809,pv,1512311402
135849,5141125,2520377,pv,1511762244
690067,71669,2885642,pv,1512292587
271457,1688506,4022701,pv,1511590817
502122,4718668,2096639,pv,1512024663
1011099,3630933,3621778,pv,1511869403
931319,4110820,3607361,pv,1511790718
122984,448879,982926,pv,1511761777
223491,1530576,1277731,buy,1511614514
753166,1795596,2751787,cart,1511642268
965763,1556335,4882154,pv,1512031143
531196,1193100,2885642,pv,1512277340
150758,1385578,5048062,pv,1511606563
570103,4299723,551706,pv,1512183826
272070,2778477,3777112,pv,1512287416
702632,4088252,1610764,fav,1512180550
140195,2732571,4145813,pv,1512142474
504081,678323,4756105,pv,1511950940
587590,3400442,4181361,fav,1511662390
996623,699837,1879194,pv,1512050776
635877,1291595,3002561,pv,1512052680
645845,1748341,834620,pv,1511674758
438651,560468,2096639,pv,1512293160
528338,248264,2877672,pv,1511784717
833261,3242281,4756105,pv,1512109720
847852,1158975,1879194,pv,1511830646
916216,3615378,1216617,pv,1512312538
187702,4664055,3002561,pv,1511925955
785753,2425794,1611144,pv,1512051687
562244,4880527,3814016,pv,1511879816
565132,4495728,2640118,pv,1511882429
415180,5012377,154040,pv,1512050938
412347,3886830,2355072,pv,1511705205
470452,1675558,4181361,pv,1512104511
45052,1167859,2355072,pv,1512039708
967711,2648261,653249,pv,1511771137
405260,128903,3607361,pv,1512182228
42264,4930787,4600060,pv,1511917628
491698,3244134,4801426,pv,1512305626
830586,2753529,801221,cart,1512267711
544733,3332759,4756105,pv,1512206323
281870,5019702,4756105,fav,1512036823
392850,5135837,4743234,fav,1511963776
364206,2437153,2553450,pv,1512030300
23430,692658,200278,pv,1511947918
494770,1381652,2154867,pv,1511762342
285117,1255929,2272151,pv,1512063611
288245,3813282,2355072,cart,1512271932
764921,1249209,4357323,pv,1512016507
566059,1633905,2885642,pv,1512195401
739068,541221,3738615,cart,1512026540
599501,4632685,2072473,pv,1511838750
167717,2263834,3607361,pv,1512261954
502671,524523,753984,pv,1512307876
473688,3289182,2465336,pv,1511766710
706038,865468,1646753,pv,1511704779
863627,691102,1817004,cart,1511588098
533922,4956702,1420205,pv,1511792267
637729,773081,3607361,pv,1511922977
449004,947767,941949,buy,1511753134
463689,2694055,2355072,pv,1511573882
375354,2197727,2872443,pv,1512027906
811680,4947466,3004643,pv,1511746732
921113,4344627,1080785,pv,1512208476
985592,1106469,3999977,pv,1511960197
37658,2438017,4121221,pv,1512228918
184308,1477211,982926,pv,1512273433
60917,1131455,411153,pv,1512046052
318958,4639431,1308457,pv,1512172995
725990,2423362,2355072,pv,1511657836
668995,4615821,4217906,pv,1511707876
547930,2511896,941949,pv,1511873540
374906,1467383,3015852,pv,1512288854
519654,1398081,3002561,pv,1511790462
273209,2115781,4801426,pv,1512301429
646464,216694,3002561,pv,1512210641
805102,1516643,2877672,pv,1512233380
864534,36782,1846937,pv,1512043976
914732,4134558,1080785,pv,1512287233
534204,3259678,5140516,pv,1511563255
814498,4513496,149192,pv,1512049443
825861,275339,171529,pv,1512178562
715925,1861309,1573465,pv,1511574695
339008,4063404,4173315,pv,1512283088
655839,1978502,1419417,pv,1512171429
617422,874917,570735,pv,1511713758
687163,758439,5064,pv,1512213685
399741,1287383,2520377,pv,1512137258
982504,2760664,3354571,pv,1511613017
130042,368973,4801426,pv,1511617915
83302,4552696,1320293,pv,1512233665
549452,737362,3607361,pv,1511570622
65950,4666267,4217906,pv,1511587955
580073,897946,4757812,pv,1512043513
334728,1084385,3607361,pv,1511995544
810610,4071675,2465336,pv,1511621193
707431,393658,3118167,pv,1511827678
362452,428463,4719814,buy,1512263154
376659,874789,4643350,pv,1512230726
799541,2211372,1789614,pv,1512296807
910563,420669,4789432,cart,1511691565
838286,529808,1029459,pv,1512262155
691022,349531,1320293,pv,1511783437
239851,218463,1711596,pv,1511734096
397456,1399650,2735466,pv,1511924743
697386,478936,2735466,pv,1512224331
251949,979690,1397912,pv,1511625742
616929,3727634,737184,pv,1512179885
570892,541018,3002561,pv,1511601218
151700,3249073,3138705,pv,1511970890
26817,2549469,3738615,pv,1511596425
818388,3720638,1807416,pv,1511666796
387664,4566939,2982027,pv,1511949036
977180,1249104,2355072,pv,1512118822
42816,1162968,1568197,pv,1512016398
137628,3600228,3607361,fav,1512193065
175517,4165375,2735466,buy,1512113627
858028,1793945,4145813,pv,1512085029
487861,200181,4069500,pv,1511960114
99621,3064619,4064281,pv,1511679890
534546,4859783,2735466,pv,1512224557
356018,2918461,2982027,pv,1511939689
654872,3776822,3724091,buy,1511795526
764915,4721761,750949,pv,1511691207
495685,2213447,553365,pv,1512281490
525261,2321433,5046132,pv,1512129761
257614,367525,5071267,pv,1511695848
998368,4439366,903809,pv,1512296019
235301,2911377,4643350,pv,1512302709
365455,3508368,2520377,pv,1511697528
742697,870780,1879194,pv,1511913151
18110,650494,1567637,pv,1512235333
855180,1789361,1673021,pv,1512048013
534515,5010351,285583,pv,1512258003
389154,2487745,3189162,pv,1511619885
862017,3968510,3738615,pv,1511664132
679271,2374079,4449178,pv,1512227210
568638,882874,4643350,pv,1511685907
635751,1775522,2794147,pv,1512311377
161767,4540425,3340725,pv,1512202644
202963,3094824,3303026,pv,1511676823
665978,5140176,4217906,pv,1511765112
611630,1434780,3189162,pv,1512315585
196559,4921385,4995985,buy,1511785046
240135,3229102,171529,pv,1512114065
503273,2460440,982926,pv,1512220734
164289,2501146,2885642,pv,1512046181
876827,2366014,4756105,pv,1511689770
918982,4050161,2096639,pv,1511787347
509171,3568244,2520377,pv,1511613669
803479,3593634,982926,pv,1511585798
715566,702776,3607361,pv,1512178595
100921,154901,3299155,pv,1511593509
258469,4401316,1879194,pv,1511848309
482989,1778442,2520377,pv,1511884799
93789,116480,1795157,pv,1511661706
715549,759893,5095125,pv,1511778370
755351,2092506,200278,cart,1511699030
24430,3012260,1080785,pv,1511710377
931822,4481281,1320293,pv,1512049875
699269,4075576,4789432,buy,1512270351
642576,492560,1151115,pv,1511612818
328089,1314763,3343024,buy,1511923986
236278,1292219,965809,pv,1512301805
30625,1898200,477292,fav,1511970269
84317,2081424,4310023,pv,1512220398
127993,2384735,901282,pv,1511698115
29901,2852209,2355072,pv,1511879709
973027,825315,1859277,pv,1512057151
309763,487289,4152994,pv,1511593336
501855,1385461,4583884,pv,1512312763
914869,3402357,2846152,pv,1512134227
519267,4928322,2465336,pv,1512054108
909390,2187258,3579754,pv,1511704647
627248,5049923,1575622,pv,1511888989
4882,4731505,1787510,pv,1511568012
781234,3738731,3100520,pv,1512196261
355821,3308530,2572604,pv,1511785455
536386,3696473,4148053,pv,1511678832
261153,2204964,3607361,pv,1511540267
401713,4748179,3829496,pv,1511886381
576842,1080700,3303026,pv,1512022399
928780,500279,2920476,fav,1511677831
802902,196398,4756105,pv,1511817818
176648,531824,5071267,pv,1512277458
857066,4206978,2355072,pv,1512199668
958227,104469,2355072,pv,1512310836
625351,1983671,1467750,pv,1511672346
96731,530206,753984,pv,1511674896
650217,3664709,1914382,pv,1512133930
750815,4342758,2520377,pv,1511975947
113879,126879,2939262,cart,1511668649
531254,4626057,3360956,pv,1512169990
94231,2367945,1859277,pv,1512025880
186091,163597,5071267,pv,1511539848
31448,3727106,4783832,pv,1511785642
521687,1611584,4095810,pv,1511960792
710627,587148,2982027,pv,1512121420
966521,2424464,436573,pv,1512117210
947856,934126,2920476,pv,1511663043
336100,1114001,2892802,pv,1512225000
60836,3999499,2885642,pv,1512223063
310619,114374,3607361,pv,1512218735
101695,4531940,4217906,pv,1512059741
338225,392326,1074254,pv,1512049025
957273,1303520,4134433,pv,1511708685
309108,4170677,2355072,pv,1511694198
867655,3242482,154040,pv,1512135307
921686,2768439,3738615,pv,1511565308
975155,142779,3441583,pv,1511596707
667547,1635281,1349561,pv,1511697042
612684,4197294,4662072,pv,1512027925
617905,954363,235534,pv,1512280085
481071,4206974,4022701,pv,1512137884
70978,3654805,2355072,pv,1511779798
707178,4037460,1292812,pv,1512231634
600657,4498635,2520377,pv,1511696978
656653,1231973,2945933,pv,1512230936
29809,4203834,4719814,pv,1512148306
165543,4880203,3607361,pv,1512215682
888257,837066,737184,cart,1511938681
394962,2311061,3738615,cart,1511757600
482636,1185257,4882154,pv,1512216096
163069,2841419,4756105,pv,1512045403
225023,1032117,4921805,pv,1511588831
880854,936984,999755,cart,1511964403
585128,239307,2578647,pv,1511697429
470845,1498383,2355072,pv,1512047390
66628,3627085,1488813,pv,1512226475
428554,2095549,4551297,pv,1511929404
986903,4168940,2920476,pv,1511993139
440877,329669,332127,pv,1511906607
649424,2279748,903809,pv,1511668756
438923,1006195,4145813,pv,1512193005
944880,1919264,4801426,pv,1511597930
74857,3241092,3504022,pv,1511672122
186492,4421749,1080785,pv,1511658670
251871,331644,3619575,pv,1512016668
525108,1763330,2228184,pv,1512003364
52081,3430582,2355072,pv,1512218044
678935,2518207,3795317,pv,1511566374
307526,564726,4181361,fav,1512013639
684832,520632,4022701,pv,1512301726
625734,1763236,1916025,pv,1511894582
327774,4488954,4170419,pv,1512311176
697761,3117475,3836451,pv,1512120403
339806,4659685,4983640,pv,1511767777
494940,2385333,4921805,pv,1511749804
625404,3355517,3006524,pv,1511868191
371096,2472473,4069500,pv,1511764846
420517,4102501,4217906,pv,1511918334
217500,4599168,903809,pv,1512228884
381371,1642546,653249,pv,1511880134
788335,4885220,570735,pv,1512274350
985400,3034093,4022701,pv,1511791868
576138,3529847,753984,pv,1512229989
930519,3844741,4145813,pv,1511744078
315550,1098454,3158249,pv,1512137188
798240,3344794,562672,pv,1512309542
828931,4211339,4756105,pv,1511568032
62539,2910934,5053508,pv,1511707913
258368,1003963,4095810,pv,1511853128
908131,2790578,4357323,pv,1512000454
575649,3016179,1807416,pv,1511663769
884115,4788522,4181361,pv,1512234499
808961,3863284,2462567,pv,1511932391
204507,4703221,866301,pv,1512189303
613779,2279041,1524470,pv,1511610784
742705,5095536,578983,pv,1511706986
666730,4256231,1379146,pv,1511625110
510842,1126739,1544586,pv,1511703819
447406,384518,1320293,pv,1512210300
164250,4721524,4159072,pv,1511577889
1012170,2026266,3604509,pv,1511571624
51819,3174951,4801426,pv,1511610668
959120,1581659,2520377,pv,1512028105
454039,4009074,3340725,pv,1512301746
622295,2693249,3855599,cart,1511988332
319320,2959101,3547172,pv,1512047399
859405,2884299,2328010,pv,1512207318
607173,4116057,2885642,fav,1512253725
510257,301639,2296439,buy,1511773239
110825,1474281,1320293,pv,1511862695
26173,4042313,4145813,pv,1512109197
599803,881716,4159072,pv,1512036611
859687,2404891,4244487,pv,1511908976
501778,2004145,2072473,pv,1511875180
377590,1241050,3299155,pv,1512304941
391543,190930,1061857,pv,1512276367
609136,2236268,982926,pv,1511602174
384574,1230227,4756105,pv,1511787065
141260,2782731,866301,pv,1511672905
151841,4695225,2733371,pv,1511886915
346185,2610593,2920476,pv,1512274666
798169,3460474,3002561,pv,1511796777
643750,92328,476283,buy,1511874123
819269,3557882,1080785,pv,1511801184
167628,1565929,2096639,pv,1511877555
252510,4707804,1080785,pv,1511653617
500990,1200060,1312642,pv,1511941202
912126,3163923,102272,pv,1512090748
290365,916383,846990,pv,1512119825
981057,4517152,2735466,pv,1512264394
952223,3742105,3738615,pv,1512192157
589803,1214752,4801426,pv,1512260658
958979,4803932,1438507,pv,1512118994
707821,600330,2355072,pv,1512136125
2789,3259034,3015852,pv,1512272236
100525,3204032,2096639,pv,1511829112
10261,633878,886203,pv,1512017947
391876,4414912,4145813,pv,1512198694
611746,4320965,4756105,pv,1512264655
981528,2002001,1051370,pv,1511664081
330869,54496,2202384,pv,1511579378
620511,1758164,1320293,pv,1511783835
341441,3319603,2202384,pv,1511608722
147071,520046,2430608,pv,1512103122
444929,2673230,3461823,pv,1511932629
821135,864550,4690421,pv,1512221233
897793,2766016,801221,pv,1511866726
455304,292534,2579035,pv,1511889373
134451,4261747,366112,pv,1511568336
678809,204549,2181935,pv,1511692602
637260,357532,1619654,buy,1512006461
327296,1061335,1829891,pv,1511505899
983266,572799,1320293,pv,1511679857
569418,5121988,2735466,pv,1511613256
133412,4410182,4145813,pv,1512276987
695846,3331037,4217906,pv,1511796582
364460,2773815,2572604,pv,1512055533
668120,779952,149192,fav,1511967946
240918,4761748,4145813,pv,1512186397
162000,3758841,4801426,pv,1512307863
577690,1827199,4145813,pv,1511790162
546718,548558,1859277,pv,1511871227
1003245,2232652,2644484,pv,1511670825
581339,5058288,1379146,pv,1511666072
190496,1108055,982926,pv,1512126241
119229,5109721,4022701,pv,1511784970
273898,3056053,1879194,pv,1511753956
1009030,4744845,168997,pv,1511937785
768200,1113135,3002561,pv,1512111523
729587,112901,2520377,pv,1511756922
932531,1431680,3002561,pv,1512128797
965770,105055,1080785,pv,1512042555
455039,1834906,3607361,pv,1512278627
241495,5143361,1376358,pv,1511656942
413350,1078074,4962280,pv,1511582571
641842,1629062,1320293,pv,1511793334
771943,191326,833866,pv,1511713382
866491,4697633,570735,pv,1511772452
541960,1251837,4169506,pv,1511871985
990779,1250082,2578647,pv,1511853920
659974,956592,2321441,pv,1511877265
170715,3307905,2520377,pv,1512294738
927084,2842977,2558244,pv,1512222613
720458,1594399,1884568,pv,1511940949
794737,4903299,1265358,pv,1512197747
89147,2709399,1032185,pv,1511997303
842381,3494156,3645362,pv,1512103849
274065,2207259,5053508,pv,1512139064
963107,860621,285583,pv,1512026658
777420,2009413,4357323,pv,1512024919
999349,960595,3002561,pv,1512131714
505682,1896179,4983640,fav,1512065509
55142,2355130,3075521,pv,1512308020
733741,1376263,72526,pv,1512102377
757868,3726310,1320293,pv,1511859103
464204,2649244,4756105,pv,1512036688
976178,3042995,3818487,pv,1511687742
468028,1245822,1249761,pv,1511971777
14564,3622550,1045172,pv,1511578319
71410,1560609,245030,pv,1511741437
625608,370965,4882154,pv,1511962762
884916,2747438,2982027,pv,1511799570
952848,4001331,3953647,pv,1511572393
970233,420254,428367,pv,1511680340
278010,3330392,2735466,pv,1511763646
713774,3265414,564928,pv,1512129973
692132,148640,4801426,pv,1511601540
113180,1365260,2355072,pv,1512033043
456532,291699,411153,pv,1511669488
691838,4611207,2520377,pv,1512222357
471924,1301556,2885642,pv,1511884130
146118,1153756,200278,pv,1511710576
658871,1899131,4284875,pv,1511617060
281140,2832987,4145813,pv,1511869771
963648,5152336,384755,pv,1511702569
945337,2252534,4145813,pv,1511864105
227450,2598553,22129,pv,1511558141
924430,167260,4643350,pv,1511702352
155754,1438797,3803127,pv,1511615551
664451,163768,4145813,pv,1512020546
521974,3774687,3645362,pv,1512183084
205085,613118,4159072,fav,1511702388
26411,4359138,2735466,pv,1512122793
789158,4993985,2885642,pv,1511934512
284222,577074,3607361,pv,1511544070
92256,4151116,2096639,pv,1511701242
982445,2089972,3800818,pv,1512286359
321597,4801021,4789432,pv,1512186416
305994,3210765,1320293,pv,1512300091
664921,4552662,4083704,pv,1511592750
549637,770541,4048584,pv,1511712076
655839,2612744,5063620,pv,1512264305
151343,2364679,4756105,cart,1511606677
745699,1518621,1008362,pv,1512052469
950422,3670715,4145813,pv,1512217384
151215,4553363,4756105,pv,1511854569
811337,4087350,3002561,pv,1512269737
142772,3486909,2827444,pv,1512266592
170737,3451754,2158079,pv,1511962265
355064,4425911,883960,pv,1511796853
676679,1197801,3378887,pv,1511609938
596740,3315277,2465336,pv,1511632263
910991,3334319,3002561,pv,1512276930
875753,3981854,876318,pv,1512184889
823661,1622817,4145813,pv,1511696005
675361,4122489,2096639,pv,1511603926
268767,1996824,4708348,pv,1511791804
319611,3792151,4672807,pv,1511846217
234835,1291173,1859277,pv,1512038296
440809,712309,983613,pv,1512219316
1010830,1651051,982926,pv,1512099004
337673,1904827,3112817,pv,1512125624
27598,3116086,2558244,pv,1511953261
748968,4242283,4801426,pv,1511624330
77355,948880,235534,pv,1511710116
953121,4484626,4882154,pv,1511948672
46666,1811395,4789432,cart,1511710092
845993,3913681,3720767,pv,1511620556
605564,1678042,3776866,pv,1512228002
99321,1872695,5053508,cart,1511871740
568033,1962316,84264,pv,1512193459
85739,2917284,2885642,pv,1512124823
688800,2627964,982926,pv,1512184685
918839,846376,4958794,pv,1512220742
179239,3644843,3898483,pv,1511784400
191113,816202,1029459,pv,1512134895
702852,3740292,50601,pv,1512020362
413956,3898612,982926,pv,1512259168
793891,2054705,2863168,pv,1511926023
354178,2871118,2920476,pv,1511829955
313330,612763,245312,pv,1511578922
331018,3610158,2581941,pv,1511709517
405158,1944173,2328673,pv,1511965985
838117,2066113,982926,pv,1511757794
488485,1717302,2885642,pv,1511762802
108279,1696487,4355436,pv,1512279408
942682,3069618,2615320,pv,1512278367
747847,4423996,381850,pv,1511702966
742668,1463162,2590256,buy,1512136402
146473,1590049,4756105,pv,1511824135
176806,3064562,3672452,pv,1512304636
596725,2055370,1216617,pv,1511792419
341037,2290146,2578647,pv,1511685550
19021,4998171,4901188,cart,1511783354
769053,1821750,3620161,pv,1511970974
538947,1815568,2640118,pv,1512198421
502092,2657636,3679920,pv,1512106580
345971,1714362,2903469,pv,1511751393
101563,1907722,1879194,pv,1511589343
736702,3022025,1349561,pv,1511712708
24053,4671672,2183874,pv,1512116878
805724,240192,4850337,pv,1512138228
21949,1889334,982926,pv,1511958600
123880,5157712,1474371,pv,1511775743
722937,2805162,2181935,pv,1512136215
569269,3531545,1981996,pv,1511682938
148696,2672389,973389,pv,1512308075
245478,4687392,102272,pv,1511761541
806403,768794,4357323,pv,1511921178
545969,2336727,2558244,pv,1512202458
593553,140359,1526484,pv,1511670847
564385,1875800,2520771,pv,1511689247
331506,2138264,903809,cart,1511706264
174808,1595899,154040,pv,1511766310
231808,3233846,4958794,cart,1511539938
693069,4958571,2520377,pv,1511764213
60973,2679782,1320293,pv,1512138127
899419,381327,2740196,pv,1512290228
645484,1295708,2671397,pv,1512018177
873313,4988398,154040,pv,1511589013
783862,971916,4801426,pv,1512021583
414079,2660981,1021251,pv,1511958999
427298,4455955,3607361,pv,1512225555
666689,4836094,2304296,cart,1511923392
989712,2662461,3015852,pv,1511865635
14594,1463513,2735466,pv,1511580817
828816,1085856,4756105,pv,1512309284
417558,480292,500212,cart,1512126913
196038,3173403,1464116,pv,1511691254
36982,1128947,3829421,pv,1511834031
310412,4422534,4801426,pv,1512213700
864663,2839342,1299190,pv,1511758678
391260,4649427,4756105,pv,1511580271
636813,1429090,4357323,pv,1511707763
574591,2455391,3299155,pv,1512269054
692682,4165155,1859277,pv,1512210086
701074,162633,1125484,pv,1511940539
86648,759948,4801426,pv,1512308189
508789,5088708,2690374,pv,1511969783
716610,1088947,3159480,fav,1512253515
